chai1_import_ok,chai_lab_import_ok,chai_lab_source_tree,chai_lab_version,chain_ligand_cutoff,crop_candidate_chains,dataset,device,gpu,gpu_blocker_d_state_boltz_predict_count,gpu_blocker_preview,input_fasta,ligand_file,ligand_heavy_atoms,ligand_sanitize_mode,ligand_smiles,max_total_aa,method,mol_id,n_prediction_cif,n_protein_chains,n_score_npz,output_dir,pocket_chain_crop,prediction_cifs,protein_lengths,protein_pdb,runtime_sec,score_npz,selected_chain_ids,selected_total_aa,status,tag,use_esm_embeddings,status_json,exception,exception_type,failure_class,rescue_recommendation
True,True,True,0.6.1,12.0,F:250:2.661;E:251:2.687;B:251:15.535;A:253:17.507;D:242:21.464;C:250:31.132,astex_diverse,cuda:0,1,0,,results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/inputs/1U1C_BAU_chai.fasta,external/PoseBench/data/astex_diverse_set/1U1C_BAU/1U1C_BAU_ligand.sdf,20,sanitized,O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1,1280,chai1_gpu,1U1C_BAU,5.0,2,5.0,results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,E:251;F:250,external/PoseBench/data/astex_diverse_set/1U1C_BAU/1U1C_BAU_protein.pdb,180.069,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,E;F,501,ok,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/astex_diverse/1U1C_BAU/oracle_pocket_crop_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,A:539:2.578;B:539:3.515,dockgen,,4,0,,results/posebench_702_predictions/chai1_gpu/dockgen/1pj2_1_FUM_0/oracle_pocket_crop_s5_t200/inputs/1pj2_1_FUM_0_chai.fasta,external/PoseBench/data/dockgen_set/1pj2_1_FUM_0/1pj2_1_FUM_0_ligand.pdb,8,sanitized,OC(O)CCC(O)O,1280,chai1_gpu,1pj2_1_FUM_0,,2,,results/posebench_702_predictions/chai1_gpu/dockgen/1pj2_1_FUM_0/oracle_pocket_crop_s5_t200,True,,A:539;B:539,external/PoseBench/data/dockgen_set/1pj2_1_FUM_0/1pj2_1_FUM_0_protein_processed.pdb,50.634,,A;B,1078,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/1pj2_1_FUM_0/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,B:538:2.539;A:538:3.620,dockgen,,5,0,,results/posebench_702_predictions/chai1_gpu/dockgen/1pj4_1_FUM_1/oracle_pocket_crop_s5_t200/inputs/1pj4_1_FUM_1_chai.fasta,external/PoseBench/data/dockgen_set/1pj4_1_FUM_1/1pj4_1_FUM_1_ligand.pdb,8,sanitized,OC(O)CCC(O)O,1280,chai1_gpu,1pj4_1_FUM_1,,2,,results/posebench_702_predictions/chai1_gpu/dockgen/1pj4_1_FUM_1/oracle_pocket_crop_s5_t200,True,,A:538;B:538,external/PoseBench/data/dockgen_set/1pj4_1_FUM_1/1pj4_1_FUM_1_protein_processed.pdb,48.298,,A;B,1076,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/1pj4_1_FUM_1/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,B:1296:2.643,dockgen,,7,0,,results/posebench_702_predictions/chai1_gpu/dockgen/1v97_1_MTE_1/oracle_pocket_crop_s5_t200/inputs/1v97_1_MTE_1_chai.fasta,external/PoseBench/data/dockgen_set/1v97_1_MTE_1/1v97_1_MTE_1_ligand.pdb,24,sanitized,NC1NC(O)[C@@H]2N[C@H]3C(S)C(S)[C@@H](CO[PH](O)(O)O)O[C@H]3NC2N1,1280,chai1_gpu,1v97_1_MTE_1,,1,,results/posebench_702_predictions/chai1_gpu/dockgen/1v97_1_MTE_1/oracle_pocket_crop_s5_t200,True,,B:1296,external/PoseBench/data/dockgen_set/1v97_1_MTE_1/1v97_1_MTE_1_protein_processed.pdb,49.208,,B,1296,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/1v97_1_MTE_1/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,A:1289:2.731,dockgen,,6,0,,results/posebench_702_predictions/chai1_gpu/dockgen/3uni_1_SAL_0/oracle_pocket_crop_s5_t200/inputs/3uni_1_SAL_0_chai.fasta,external/PoseBench/data/dockgen_set/3uni_1_SAL_0/3uni_1_SAL_0_ligand.pdb,10,sanitized,OC(O)C1CCCCC1O,1280,chai1_gpu,3uni_1_SAL_0,,1,,results/posebench_702_predictions/chai1_gpu/dockgen/3uni_1_SAL_0/oracle_pocket_crop_s5_t200,True,,A:1289,external/PoseBench/data/dockgen_set/3uni_1_SAL_0/3uni_1_SAL_0_protein_processed.pdb,48.568,,A,1289,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/3uni_1_SAL_0/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,C:552:2.324;D:550:6.024,dockgen,,3,0,,results/posebench_702_predictions/chai1_gpu/dockgen/4bc9_1_CNV-FAD_0/oracle_pocket_crop_s5_t200/inputs/4bc9_1_CNV-FAD_0_chai.fasta,external/PoseBench/data/dockgen_set/4bc9_1_CNV-FAD_0/4bc9_1_CNV-FAD_0_ligand.pdb,57,sanitized,CC1CC2[C@H](CC1C)N(C(C)CN)C1C(O)NC(O)NC1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCN[C@H]32)[C@H](O)[C@@H]1O,1280,chai1_gpu,4bc9_1_CNV-FAD_0,,2,,results/posebench_702_predictions/chai1_gpu/dockgen/4bc9_1_CNV-FAD_0/oracle_pocket_crop_s5_t200,True,,C:552;D:550,external/PoseBench/data/dockgen_set/4bc9_1_CNV-FAD_0/4bc9_1_CNV-FAD_0_protein_processed.pdb,52.743,,C;D,1102,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/4bc9_1_CNV-FAD_0/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,A:1028:2.570,dockgen,,4,0,,results/posebench_702_predictions/chai1_gpu/dockgen/4tvd_1_BGC_4/oracle_pocket_crop_s5_t200/inputs/4tvd_1_BGC_4_chai.fasta,external/PoseBench/data/dockgen_set/4tvd_1_BGC_4/4tvd_1_BGC_4_ligand.pdb,12,sanitized,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1280,chai1_gpu,4tvd_1_BGC_4,,1,,results/posebench_702_predictions/chai1_gpu/dockgen/4tvd_1_BGC_4/oracle_pocket_crop_s5_t200,True,,A:1028,external/PoseBench/data/dockgen_set/4tvd_1_BGC_4/4tvd_1_BGC_4_protein_processed.pdb,49.23,,A,1028,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/4tvd_1_BGC_4/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,A:1028:2.688,dockgen,,5,0,,results/posebench_702_predictions/chai1_gpu/dockgen/4tvd_1_GLC_0/oracle_pocket_crop_s5_t200/inputs/4tvd_1_GLC_0_chai.fasta,external/PoseBench/data/dockgen_set/4tvd_1_GLC_0/4tvd_1_GLC_0_ligand.pdb,12,sanitized,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1280,chai1_gpu,4tvd_1_GLC_0,,1,,results/posebench_702_predictions/chai1_gpu/dockgen/4tvd_1_GLC_0/oracle_pocket_crop_s5_t200,True,,A:1028,external/PoseBench/data/dockgen_set/4tvd_1_GLC_0/4tvd_1_GLC_0_protein_processed.pdb,50.05,,A,1028,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/4tvd_1_GLC_0/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 22.30 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 131.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,C:354:2.466;B:355:3.431;D:356:7.929,dockgen,,7,0,,results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_crop_s5_t200/inputs/5dnc_1_ASN_2_chai.fasta,external/PoseBench/data/dockgen_set/5dnc_1_ASN_2/5dnc_1_ASN_2_ligand.pdb,9,sanitized,NC(O)C[C@H](N)C(O)O,1280,chai1_gpu,5dnc_1_ASN_2,,3,,results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_crop_s5_t200,True,,B:355;C:354;D:356,external/PoseBench/data/dockgen_set/5dnc_1_ASN_2/5dnc_1_ASN_2_protein_processed.pdb,58.893,,B;C;D,1065,exception,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/5dnc_1_ASN_2/oracle_pocket_crop_s5_t200/run_status.json,"The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):
  File ""code/__torch__/chai/model/af3/trunk.py"", line 136641, in forward_1536
    _54560 = torch.mul(element11600, CONSTANTS.c0)
    _54561 = torch.reshape(x6973, [_54557, _54559, int(_54560), 1, 1])
    _54562 = torch.masked_fill(v915, _54561, 0)
             ~~~~~~~~~~~~~~~~~ <--- HERE
    o364 = torch.einsum(""abcd,aedbf->aecbf"", [torch.to(_54546, 15), _54562])
    x6974 = torch.mul(g_sigm59, o364)
RuntimeError: CUDA out of memory. Tried to allocate 1.50 GiB. GPU 0 has a total capacity of 23.52 GiB of which 1.21 GiB is free. Including non-PyTorch memory, this process has 22.28 GiB memory in use. Of the allocated memory 21.75 GiB is allocated by PyTorch, and 111.92 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
",RuntimeError,cuda_oom,retry_default_with_allocator_then_low_sample_rescue
True,True,True,0.6.1,12.0,A:141:2.804,dockgen,cuda:0,5,0,,results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/inputs/6nco_1_KQP_0_chai.fasta,external/PoseBench/data/dockgen_set/6nco_1_KQP_0/6nco_1_KQP_0_ligand.pdb,24,unsanitized_fallback,CC(C)(O)C1CCC([C@H]2CC(Cl)C[C@@H](C34(C(N)N)CC3C4)C2)CC1,1280,chai1_gpu,6nco_1_KQP_0,5.0,1,5.0,results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,A:141,external/PoseBench/data/dockgen_set/6nco_1_KQP_0/6nco_1_KQP_0_protein_processed.pdb,62.12,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,A,141,ok,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/dockgen/6nco_1_KQP_0/oracle_pocket_crop_s5_t200/run_status.json,,,ok,manual_inspection
True,True,True,0.6.1,12.0,C:369:2.688;A:384:25.631;B:384:33.284,posebusters_benchmark,cuda:0,6,0,,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/inputs/6TW5_9M2_chai.fasta,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_ligand.sdf,31,sanitized,Cc1nn(C)c(C)c1CCOc1cc(F)ccc1-c1ccc2n[nH]c(CN(C)C)c2c1,1280,chai1_gpu,6TW5_9M2,5.0,1,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200,True,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,C:369,external/PoseBench/data/posebusters_benchmark_set/6TW5_9M2/6TW5_9M2_protein.pdb,111.744,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz;<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,C,369,ok,oracle_pocket_crop_s5_t200,True,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/6TW5_9M2/oracle_pocket_crop_s5_t200/run_status.json,,,ok,manual_inspection
